8, 91, 106]  (0.9336264191719585 63073)
[72, 75, 88, 103, 109, 127]  (0.9266545287682993 62602)
[16, 19, 85, 88, 106, 109]  (0.923960507423361 62420)
[19, 34, 85, 88, 109, 127]  (0.9236644611217194 62400)
[72, 75, 88, 91, 109, 124]  (0.9544088695471972 64477)
[19, 37, 88, 106, 109, 121]  (0.9162929082108442 61902)
[37, 88, 91, 106, 121, 124]  (0.9239457051082789 62419)
[52, 55, 72, 91, 124, 127]  (0.9280459463860148 62696)
[19, 34, 88, 91, 121, 124]  (0.9000103616205575 60802)
[34, 55, 75, 91, 121, 127]  (0.9035185102950102 61039)
[55, 85, 88, 91, 109, 124]  (0.9473777698832098 64002)
[16, 85, 88, 91, 109, 127]  (0.932220199239161 62978)
[19, 37, 91, 109, 124, 127]  (0.9696404517666563 65506)
[19, 37, 55, 106, 109, 127]  (0.9648445016800627 65182)
[72, 75, 85, 88, 103, 109]  (0.9061385200645381 61216)
[16, 52, 75, 88, 106, 109]  (0.9054872182009266 61172)
[52, 72, 75, 91, 106, 109]  (0.9296593987299614 62805)
[34, 37, 75, 85, 106, 127]  (0.9170774309101943 61955)
[16, 34, 91, 106, 124, 127]  (0.9065381825717542 61243)
[16, 19, 72, 75, 124, 127]  (0.931095223292923 62902)
[19, 52, 55, 72, 109, 127]  (0.9315096881152212 62930)
[55, 72, 88, 109, 121, 124]  (0.9111565048773628 61555)
[37, 75, 91, 109, 121, 124]  (0.9370161493257545 63302)
[19, 34, 88, 91, 121, 127]  (0.9000103616205575 60802)
[16, 37, 55, 72, 88, 124]  (0.9065677872019183 61245)
[16, 19, 37, 103, 109, 127]  (0.9168553961839632 61940)
[16, 19, 37, 72, 75, 109]  (0.9347069881729503 63146)
[19, 52, 88, 91, 103, 109]  (0.9070710659147091 61279)
[37, 52, 55, 103, 109, 127]  (0.9150495137439496 61818)
[34, 55, 75, 91, 121, 124]  (0.9035185102950102 61039)
[16, 55, 72, 75, 109, 124]  (0.9221990319285936 62301)
[37, 55, 72, 88, 103, 127]  (0.9114377488639224 61574)
[16, 19, 37, 55, 103, 106]  (0.910623621534408 61519)
[37, 52, 88, 103, 109, 127]  (0.905738857557322 61189)
[19, 55, 72, 106, 124, 127]  (0.9388516363959323 63426)
[55, 85, 88, 91, 109, 121]  (0.9117189928504819 61593)
[72, 85, 91, 103, 109, 127]  (0.9047767070769869 61124)
[72, 75, 85, 88, 103, 106]  (0.9061385200645381 61216)
[16, 72, 91, 106, 124, 127]  (0.9189277202954542 62080)
[75, 91, 106, 109, 121, 127]  (0.9350178367896739 63167)
[16, 34, 37, 72, 91, 127]  (0.9061977293248664 61220)
[16, 34, 72, 75, 91, 127]  (0.9061977293248664 61220)
[37, 75, 91, 109, 121, 127]  (0.9370161493257545 63302)
[55, 75, 109, 121, 124, 127]  (0.9382891484228133 63388)
[16, 19, 37, 72, 75, 106]  (0.9250854833695991 62496)
[37, 52, 55, 103, 109, 124]  (0.90387376585698 61063)
[16, 37, 75, 85, 91, 109]  (0.9213404976538331 62243)
[16, 19, 37, 55, 103, 109]  (0.910623621534408 61519)
[19, 37, 55, 106, 109, 124]  (0.9536687537930932 64427)
[16, 55, 72, 75, 109, 127]  (0.9333747798155632 63056)
[37, 55, 72, 88, 103, 124]  (0.9002620009769527 60819)
[75, 91, 106, 109, 121, 124]  (0.9350178367896739 63167)
[19, 37, 88, 106, 109, 124]  (0.9519516852435721 64311)
[72, 75, 88, 91, 109, 121]  (0.9187500925144693 62068)
[52, 55, 75, 106, 124, 127]  (0.9361872196811581 63246)
[19, 52, 55, 72, 109, 124]  (0.9203339402282517 62175)
[37, 88, 91, 106, 121, 127]  (0.9239457051082789 62419)
[16, 37, 72, 75, 106, 109]  (0.9250854833695991 62496)
[37, 52, 75, 91, 124, 127]  (0.9382447414775671 63385)
[34, 55, 72, 85, 91, 109]  (0.9026451737051675 60980)
[19, 55, 75, 88, 91, 106]  (0.9599005284426484 64848)
[13, 19, 55, 91, 109, 127]  (0.9005580472785943 60839)
[75, 85, 106, 109, 121, 127]  (0.9050727533786285 61144)
[34, 72, 75, 91, 103, 109]  (0.9012537560874521 60886)
[52, 75, 91, 106, 109, 127]  (0.9461195731012331 63917)
[16, 75, 88, 91, 109, 127]  (0.9494796986248649 64144)
[16, 19, 72, 88, 124, 127]  (0.9217845671062954 62273)
[55, 72, 103, 106, 124, 127]  (0.917195849430851 61963)
[16, 34, 37, 72, 91, 109]  (0.9062569385851947 61224)
[19, 37, 75, 85, 88, 91]  (0.948917210651746 64106)
[19, 55, 88, 106, 109, 127]  (0.9631570377607058 65068)
[19, 37, 55, 106, 109, 121]  (0.9180099767603653 62018)
[37, 55, 91, 103, 109, 124]  (0.9307695723611172 62880)
[16, 88, 103, 106, 109, 124]  (0.9039921843776366 61071)
[34, 37, 88, 91, 103, 127]  (0.9142649910445994 61765)
[16, 55, 75, 85, 106, 127]  (0.9103867844930947 61503)
[16, 85, 88, 91, 109, 124]  (0.9210444513521915 62223)
[16, 37, 55, 72, 106, 127]  (0.9161300827449413 61891)
[16, 75, 88, 91, 109, 124]  (0.9383039507378954 63389)
[55, 75, 88, 91, 121, 127]  (0.9302810959634087 62847)
[55, 88, 106, 109, 124, 127]  (0.959634086771171 64830)
[16, 19, 72, 75, 103, 109]  (0.9034000917743535 61031)
[19, 34, 85, 88, 109, 124]  (0.9124887132347499 61645)
[19, 37, 69, 75, 88, 91]  (0.9093802270675133 61435)
[19, 55, 75, 88, 91, 109]  (0.9695220332459997 65498)
[19, 34, 75, 85, 106, 127]  (0.9094246340127596 61438)
[34, 88, 103, 106, 124, 127]  (0.9030892431576298 61010)
[16, 19, 72, 75, 103, 106]  (0.9034000917743535 61031)
[34, 55, 85, 106, 124, 127]  (0.902926417691727 60999)
[37, 55, 91, 103, 109, 127]  (0.9419453202480867 63635)
[16, 75, 106, 109, 124, 127]  (0.9379931021211717 63368)
[19, 52, 75, 91, 121, 127]  (0.902556359814675 60974)
[19, 37, 52, 72, 75, 91]  (0.9253075180958302 62511)
[16, 19, 37, 55, 85, 124]  (0.9071302751750374 61283)
[55, 72, 88, 109, 121, 127]  (0.9111565048773628 61555)
[55, 75, 88, 91, 121, 124]  (0.9302810959634087 62847)
[75, 85, 106, 109, 121, 124]  (0.9050727533786285 61144)
[19, 37, 55, 72, 75, 109]  (0.9533875098065338 64408)
[19, 52, 75, 91, 121, 124]  (0.902556359814675 60974)
[19, 55, 85, 91, 109, 121]  (0.904066195953047 61076)
[16, 19, 52, 75, 106, 124]  (0.9022603135130335 60954)
[16, 19, 91, 109, 121, 124]  (0.9153307577305091 61837)
[72, 75, 88, 103, 109, 124]  (0.9154787808813298 61847)
[37, 52, 55, 75, 85, 91]  (0.9208372189410424 62209)
[19, 34, 91, 106, 109, 124]  (0.9328122918424442 63018)
[19, 72, 75, 103, 124, 127]  (0.9171366401705227 61959)
[37, 72, 91, 106, 124, 127]  (0.9452314341963083 63857)
[16, 19, 52, 75, 106, 127]  (0.913436061400003 61709)
[16, 19, 37, 55, 85, 127]  (0.9183060230620069 62038)
[19, 55, 69, 75, 124, 127]  (0.9061829270097843 61219)
[19, 34, 52, 91, 106, 127]  (0.9082552511212754 61359)
[19, 72, 88, 109, 124, 127]  (0.9467560726497625 63960)
[52, 85, 91, 109, 124, 127]  (0.9192385689121778 62101)
[37, 55, 85, 106, 109, 124]  (0.9301330728125878 62837)
[19, 55, 88, 91, 109, 127]  (0.972778542564057 65718)
[19, 37, 55, 72, 75, 106]  (0.9437660050031825 63758)
[37, 52, 55, 72, 75, 88]  (0.924893053273532 62483)
[37, 52, 72, 91, 124, 127]  (0.9204227541187442 62181)
[19, 34, 55, 85, 88, 91]  (0.9187352901993872 62067)
[19, 37, 52, 75, 85, 109]  (0.9118818183163847 61604)
[34, 72, 75, 91, 103, 106]  (0.9012537560874521 60886)
[19, 55, 88, 106, 109, 121]  (0.9163225128410083 61904)
[16, 37, 55, 91, 103, 109]  (0.9093802270675133 61435)
[19, 37, 69, 88, 91, 127]  (0.9080184140799621 61343)
[34, 37, 52, 72, 75, 127]  (0.9056352413517474 61182)
[16, 19, 91, 109, 121, 127]  (0.9153307577305091 61837)
[19, 55, 88, 106, 109, 124]  (0.9519812898737362 64313)
[34, 37, 75, 103, 109, 124]  (0.9077815770386488 61327)
[19, 37, 55, 72, 75, 103]  (0.9144574211406664 61778)
[19, 34, 91, 106, 109, 127]  (0.9439880397294137 63773)
[16, 37, 72, 75, 85, 91]  (0.9048211140222331 61127)
[19, 52, 72, 75, 109, 124]  (0.9203339402282517 62175)
[37, 52, 55, 72, 75, 85]  (0.9030152315822194 61005)
[16, 88, 103, 106, 109, 127]  (0.9151679322646061 61826)
[55, 72, 85, 88, 124, 127]  (0.9262400639460011 62574)
[16, 37, 72, 75, 85, 127]  (0.9034593010346819 61035)
[16, 37, 55, 91, 103, 106]  (0.9093802270675133 61435)
[19, 34, 55, 109, 124, 127]  (0.9360836034755836 63239)
[16, 19, 55, 72, 124, 127]  (0.9235016356558166 62389)
[19, 55, 75, 88, 91, 103]  (0.9305919445801323 62868)
[37, 55, 85, 106, 109, 127]  (0.9413088206995575 63592)
[37, 55, 85, 88, 106, 124]  (0.9301330728125878 62837)
[37, 52, 85, 91, 106, 124]  (0.901993871841556 60936)
[16, 34, 55, 88, 106, 109]  (0.9034148940894355 61032)
[19, 34, 37, 88, 121, 127]  (0.9000103616205575 60802)
[19, 52, 75, 91, 106, 109]  (0.9398285891913495 63492)
[37, 52, 55, 72, 75, 91]  (0.9329603149932649 63028)
[72, 91, 103, 109, 124, 127]  (0.9235460426010628 62392)
[19, 52, 55, 72, 91, 127]  (0.9315688973755495 62934)
[16, 75, 91, 109, 121, 124]  (0.9107124354249004 61525)
[19, 55, 75, 88, 106, 109]  (0.9599005284426484 64848)
[16, 72, 75, 85, 106, 109]  (0.9015201977589294 60904)
[19, 55, 72, 88, 121, 124]  (0.904806311707151 61126)
[19, 34, 55, 91, 106, 124]  (0.9252187042053377 62505)
[16, 55, 75, 88, 91, 124]  (0.9320129668280119 62964)
[19, 37, 52, 75, 85, 106]  (0.9022603135130335 60954)
[37, 85, 88, 91, 106, 124]  (0.9377266604496943 63350)
[19, 37, 55, 88, 106, 124]  (0.9443580976064656 63798)
[19, 72, 91, 106, 109, 127]  (0.9563775774531137 64610)
[19, 55, 85, 91, 109, 127]  (0.9509007208727445 64240)
[16, 75, 91, 109, 121, 127]  (0.9107124354249004 61525)
[19, 34, 55, 91, 106, 127]  (0.9363944520923072 63260)
[37, 72, 75, 85, 88, 91]  (0.9387480201903577 63419)
[19, 37, 72, 106, 124, 127]  (0.9388220317657682 63424)
[19, 72, 91, 103, 106, 109]  (0.9284308065781488 62722)
[34, 37, 75, 103, 109, 127]  (0.9189573249256183 62082)
[37, 52, 55, 72, 75, 109]  (0.9329011057329366 63024)
[19, 37, 75, 82, 109, 127]  (0.9003952218126915 60828)
[37, 52, 85, 91, 106, 127]  (0.9131696197285255 61691)
[19, 34, 75, 88, 91, 127]  (0.9422265642346463 63654)
[19, 52, 55, 72, 91, 124]  (0.92039314948858 62179)
[34, 75, 91, 103, 106, 124]  (0.9065381825717542 61243)
[37, 72, 88, 103, 109, 127]  (0.9190313365010288 62087)
[34, 37, 52, 91, 106, 109]  (0.9172698610062614 61968)
[34, 37, 55, 91, 106, 109]  (0.9454090619772932 63869)
[37, 85, 88, 91, 106, 121]  (0.9020678834169664 60941)
[16, 19, 55, 91, 103, 127]  (0.9156416063472327 61858)
[16, 55, 85, 88, 91, 124]  (0.914753467442308 61798)
[37, 69, 75, 109, 124, 127]  (0.912503515549832 61646)
[19, 55, 75, 109, 121, 127]  (0.9306363515253786 62871)
[16, 55, 85, 88, 91, 127]  (0.9259292153292775 62553)
[16, 37, 72, 75, 85, 88]  (0.9048211140222331 61127)
[37, 69, 72, 88, 91, 109]  (0.9157304202377252 61864)
[19, 55, 75, 109, 121, 124]  (0.9306363515253786 62871)
[19, 37, 55, 88, 106, 127]  (0.9555338454934351 64553)
[34, 75, 91, 103, 106, 127]  (0.9177139304587237 61998)
[37, 55, 85, 103, 106, 109]  (0.9133620498245926 61704)
[19, 55, 85, 91, 109, 124]  (0.939724972985775 63485)
[19, 34, 37, 88, 121, 124]  (0.9000103616205575 60802)
[19, 55, 72, 88, 121, 127]  (0.904806311707151 61126)
[16, 19, 55, 91, 103, 124]  (0.9044658584602632 61103)
[37, 85, 91, 103, 124, 127]  (0.9084180765871782 61370)
[19, 34, 91, 121, 124, 127]  (0.9080776233402904 61347)
[37, 69, 72, 75, 88, 124]  (0.9044954630904274 61105)
[19, 34, 103, 106, 124, 127]  (0.9047471024468227 61122)
[37, 52, 88, 91, 106, 124]  (0.9238716935328686 62414)
[16, 55, 91, 103, 124, 127]  (0.9044658584602632 61103)
[34, 37, 52, 55, 91, 109]  (0.9268913658096126 62618)
[16, 37, 72, 88, 106, 124]  (0.9032372663084507 61020)
[34, 52, 55, 72, 91, 109]  (0.9044510561451811 61102)
[52, 75, 88, 109, 124, 127]  (0.9364980682978817 63267)
[16, 72, 75, 88, 109, 124]  (0.9204819633790725 62185)
[34, 37, 72, 75, 109, 127]  (0.9400654262326628 63508)
[19, 34, 109, 121, 124, 127]  (0.9080184140799621 61343)
[16, 72, 75, 88, 109, 127]  (0.931657711266042 62940)
[19, 52, 72, 75, 88, 109]  (0.9235608449161449 62393)
[19, 82, 91, 109, 124, 127]  (0.9014609884986012 60900)
[37, 69, 72, 75, 88, 127]  (0.9156712109773969 61860)
[19, 37, 75, 82, 85, 91]  (0.9030596385274657 61008)
[37, 55, 85, 121, 124, 127]  (0.9053984043104342 61166)
[16, 37, 72, 88, 106, 127]  (0.9144130141954202 61775)
[16, 75, 88, 91, 109, 121]  (0.9026451737051675 60980)
[37, 69, 72, 88, 91, 106]  (0.9061089154343739 61214)
[52, 75, 91, 106, 109, 124]  (0.9349438252142636 63162)
[19, 55, 75, 82, 88, 91]  (0.9030892431576298 61010)
[19, 72, 91, 121, 124, 127]  (0.9204671610639904 62184)
[16, 55, 75, 88, 91, 127]  (0.9431887147149814 63719)
[69, 75, 85, 88, 109, 127]  (0.900113977826132 60809)
[19, 37, 55, 88, 106, 121]  (0.9086993205737377 61389)
[16, 19, 103, 106, 124, 127]  (0.9133028405642643 61700)
[52, 55, 72, 103, 106, 109]  (0.9015942093343399 60909)
[75, 85, 88, 121, 124, 127]  (0.9159968619092026 61882)
[16, 37, 91, 109, 121, 127]  (0.9077075654632385 61322)
[34, 37, 52, 55, 91, 106]  (0.9172698610062614 61968)
[52, 55, 85, 91, 106, 109]  (0.9221546249833474 62298)
[37, 52, 88, 91, 106, 127]  (0.9350474414198381 63169)
[16, 37, 75, 85, 124, 127]  (0.9101055405065352 61484)
[19, 69, 88, 91, 106, 109]  (0.9060793108042098 61212)
[37, 85, 88, 91, 106, 127]  (0.9489024083366638 64105)
[19, 52, 72, 75, 88, 106]  (0.9139393401127937 61743)
[16, 37, 91, 109, 121, 124]  (0.9077075654632385 61322)
[37, 52, 55, 72, 75, 106]  (0.9232796009295854 62374)
[34, 37, 88, 91, 103, 124]  (0.9030892431576298 61010)
[34, 37, 72, 75, 109, 124]  (0.9288896783456932 62753)
[69, 72, 91, 106, 124, 127]  (0.9092618085468567 61427)
[16, 19, 75, 109, 124, 127]  (0.947614606924523 64018)
[75, 85, 88, 103, 106, 109]  (0.923960507423361 62420)
[19, 72, 75, 88, 103, 124]  (0.9078259839838951 61330)
[19, 55, 69, 72, 91, 127]  (0.9161152804298592 61890)
[16, 19, 34, 37, 91, 127]  (0.928638038989298 62736)
[19, 37, 55, 88, 121, 124]  (0.9196234291043119 62127)
[16, 88, 106, 109, 124, 127]  (0.9333007682401527 63051)
[34, 37, 55, 72, 91, 109]  (0.932590257116213 63003)
[34, 72, 88, 106, 109, 127]  (0.9211332652426839 62229)
[37, 82, 85, 88, 109, 127]  (0.9126663410157348 61657)
[69, 72, 91, 106, 109, 127]  (0.9204375564338263 62182)
[34, 52, 55, 75, 106, 124]  (0.9013573722930266 60893)
[19, 55, 75, 91, 109, 124]  (0.9650517340912118 65196)
[69, 72, 85, 88, 91, 109]  (0.9014757908136832 60901)
[16, 72, 75, 91, 103, 106]  (0.9021566973074588 60947)
[16, 37, 55, 72, 91, 127]  (0.9258107968086209 62545)
[19, 55, 69, 72, 91, 124]  (0.9049395325428897 61135)
[19, 52, 75, 85, 106, 127]  (0.9085216927927527 61377)
[37, 55, 75, 85, 88, 121]  (0.9007800820048255 60854)
[19, 37, 69, 72, 75, 88]  (0.9093802270675133 61435)
[52, 75, 85, 88, 91, 109]  (0.92715780748109 62636)
[52, 88, 91, 121, 124, 127]  (0.9067602172979854 61258)
[16, 19, 75, 109, 121, 127]  (0.911955829891795 61609)
[16, 72, 85, 88, 106, 127]  (0.9001583847713782 60812)
[34, 52, 55, 75, 106, 127]  (0.9125331201799961 61648)
[69, 72, 85, 91, 109, 127]  (0.900113977826132 60809)
[34, 75, 85, 91, 106, 124]  (0.9059016830232248 61200)
[55, 82, 88, 106, 109, 127]  (0.9030744408425477 61009)
[19, 34, 37, 55, 106, 109]  (0.9389996595467531 63436)
[19, 34, 37, 88, 106, 109]  (0.937282590997232 63320)
[16, 19, 52, 75, 124, 127]  (0.9131844220436076 61692)
[19, 55, 75, 91, 109, 127]  (0.9762274819781814 65951)
[16, 19, 103, 106, 109, 127]  (0.9244785884512338 62455)
[16, 37, 91, 103, 106, 127]  (0.9156120017170686 61856)
[19, 85, 91, 103, 109, 127]  (0.9195642198439836 62123)
[16, 37, 55, 75, 109, 127]  (0.9435735749071155 63745)
[19, 34, 37, 75, 121, 124]  (0.9047026955015764 61119)
[16, 37, 72, 75, 88, 106]  (0.9157748271829714 61867)
[52, 55, 75, 91, 109, 127]  (0.9557410779045843 64567)
[69, 72, 91, 106, 109, 124]  (0.9092618085468567 61427)
[34, 52, 75, 88, 109, 127]  (0.9128439687967198 61669)
